,playerID,H_x,AB,Average
6208,mumphje01,1442,4993,0.28880432605647904
6218,munozpe01,467,1708,0.2734192037470726
6219,munsoer01,226,1056,0.21401515151515152
6222,munsoth01,1558,5344,0.29154191616766467
6223,munyajo01,147,583,0.2521440823327616
6224,murcebo01,1862,6730,0.27667161961367015
6227,murnati01,426,1632,0.2610294117647059
6234,murphda02,1563,5399,0.28949805519540656
6236,murphda05,2111,7960,0.2652010050251256
6237,murphda08,1323,4419,0.29938900203665986
6239,murphdo01,178,838,0.21241050119331742
6241,murphdw01,1069,4347,0.24591672417759375
6242,murphed02,680,2373,0.28655710071639273
6251,murphmo01,444,1977,0.22458270106221548
6260,murraca01,146,633,0.23064770932069512
6262,murraed02,3255,11336,0.28713832039520115
6267,murrara01,184,731,0.25170998632010944
6268,murrare01,1170,4334,0.2699584679280111
6272,murreiv01,308,1306,0.23583460949464014
6273,murtada01,661,2599,0.25432858791843016
6274,murtoma01,272,952,0.2857142857142857
6275,muserto01,329,1268,0.25946372239747634
6277,myattge01,381,1345,0.283271375464684
6278,myattgl01,722,2678,0.26960418222554144
6279,myerbu01,2131,7038,0.3027848820687695
6280,myersal01,788,3222,0.244568590937306
6281,myersbe01,150,592,0.2533783783783784
6282,myersbi01,616,2399,0.25677365568987076
6283,myersge01,321,1578,0.20342205323193915
6284,myersgr01,776,3042,0.25509533201840895
6285,myersha01,335,1251,0.26778577138289367
6286,myershy01,1380,4910,0.28105906313645623
6290,myerswi01,520,2051,0.25353486104339346
6292,nadyxa01,797,2969,0.2684405523745369
6293,naehrti01,527,1872,0.281517094017094
6297,nahorbi01,203,844,0.24052132701421802
6300,nancedo01,182,657,0.2770167427701674
6303,napolmi01,1125,4572,0.24606299212598426
6305,naragha01,262,985,0.265989847715736
6307,narroje01,177,840,0.21071428571428572
6314,navada01,452,1701,0.2657260435038213
6315,navardi01,802,3207,0.25007795447458686
6322,nealch01,858,3316,0.258745476477684
6323,nealegr01,688,2661,0.25854941751221344
6325,nealoji01,240,937,0.256136606189968
6327,needhto01,311,1491,0.20858484238765929
6328,neeltr01,212,758,0.2796833773087071
6329,neemaca01,224,1002,0.22355289421157684
6336,neisbe01,496,1825,0.2717808219178082
6339,nelsoca01,833,3294,0.2528840315725562
6340,nelsoch01,221,834,0.26498800959232616
6341,nelsoda01,630,2578,0.2443754848719938
6346,nelsoro01,347,1394,0.24892395982783358
6350,nendi01,185,826,0.22397094430992737
6352,nettlgr01,2225,8986,0.2476073892722012
6353,nettlji01,129,587,0.21976149914821125
6356,neunjo01,273,945,0.28888888888888886
6359,nevinph01,1131,4188,0.2700573065902579
6362,newfima01,238,957,0.24869383490073146
6363,newhada01,249,986,0.2525354969574036
6364,newmaal01,476,2107,0.22591362126245848
6367,newsosk01,910,3716,0.2448869752421959
6368,newsowa01,248,992,0.25
6370,niarhgu01,174,691,0.25180897250361794
6372,nichoar01,194,793,0.244640605296343
6373,nichobi01,1484,5546,0.26758023800937614
6375,nichoda01,301,1419,0.21212121212121213
6377,nichofr02,247,794,0.3110831234256927
6380,nichopa01,169,646,0.26160990712074306
6381,nichore01,308,1160,0.2655172413793103
6384,nichosi01,284,1133,0.2506619593998235
6386,nicolhu01,813,3465,0.23463203463203464
6387,nicosst01,233,938,0.2484008528784648
6391,niehobe01,489,2037,0.24005891016200295
6394,niemabo01,1018,3452,0.294901506373117
6395,niemabu01,269,1050,0.2561904761904762
6398,nietoto01,127,619,0.20516962843295639
6399,nieuwki01,216,978,0.22085889570552147
6400,nievejo01,128,530,0.24150943396226415
6401,nieveme01,284,1228,0.23127035830618892
6402,nievewi01,281,1164,0.24140893470790378
6405,nilesha01,561,2270,0.24713656387665198
6406,nillra01,204,963,0.2118380062305296
6407,nilssda01,789,2779,0.283915077365959
6411,nixja01,277,1305,0.21226053639846743
6412,nixla01,460,1915,0.2402088772845953
6413,nixonal01,372,1345,0.2765799256505576
6415,nixonot01,1379,5115,0.26959921798631475
6416,nixonru01,670,2504,0.26757188498402557
6417,nixontr01,995,3627,0.2743314033636614
6422,nokesma01,695,2735,0.25411334552102377
6423,nolanjo01,382,1454,0.2627235213204952
6429,norenir01,857,3119,0.27476755370310996
6434,norride01,453,1967,0.23029994916115912
6435,norriji01,338,1282,0.26365054602184085
6436,norrile01,252,962,0.26195426195426197
6437,northbi01,1016,3900,0.2605128205128205
6438,northhu01,159,584,0.2722602739726027
6439,northji01,1254,4692,0.2672634271099744
6440,northro01,874,3172,0.2755359394703657
6443,nortogr01,600,2410,0.24896265560165975
6444,norwowi01,207,854,0.2423887587822014
6445,nossejo01,132,579,0.22797927461139897
6446,noviklo01,305,1081,0.2821461609620722
6448,nunamle01,533,1990,0.2678391959798995
6450,nunezed02,610,2164,0.28188539741219965
6452,nunnajo01,218,885,0.24632768361581922
6459,oakesre01,1011,3619,0.279358938933407
6460,oatesjo01,410,1637,0.25045815516188147
6462,oberkke01,1354,4874,0.2778005744768158
6465,obriech01,493,2232,0.22087813620071683
6468,obrieja01,577,2169,0.2660212079299216
6469,obrieja02,317,1226,0.25856443719412725
6471,obriejo02,486,1910,0.2544502617801047
6473,obriepe02,191,857,0.22287047841306884
6474,obriepe03,1421,5437,0.2613573661945926
6477,obriesy01,242,1052,0.2300380228136882
6478,obrieto02,437,1573,0.27781309599491416
6479,obrieto03,198,714,0.2773109243697479
6480,ochoaal01,597,2143,0.27858142790480633
6484,oconnda02,1049,4035,0.25997521685254027
6485,oconnja01,1418,5383,0.26342188370796954
6491,odeake01,560,2195,0.255125284738041
6495,odorro01,499,2024,0.24654150197628458
6496,odwelfr01,365,1412,0.2584985835694051
6499,oestero01,1118,4214,0.2653061224489796
6500,ofarrbo01,1120,4101,0.2731041209461107
6501,offerjo01,1551,5681,0.27301531420524555
6502,officro01,626,2413,0.259428097803564
6504,oglivbe01,1615,5913,0.2731270082868256
6505,ogrodbr01,119,516,0.23062015503875968
6517,oldriru01,1268,4690,0.270362473347548
6518,olearch01,731,3232,0.22617574257425743
6520,oleartr01,1100,4010,0.2743142144638404
6521,olerujo01,2239,7592,0.2949157007376185
6525,olivato01,1917,6301,0.30423742263132836
6526,oliveal01,2743,9049,0.3031274173941872
6527,olivebo01,745,2914,0.255662319835278
6529,olivege01,546,2216,0.2463898916967509
6531,olivejo01,831,3367,0.2468072468072468
6532,olivena01,216,954,0.22641509433962265
6533,oliveto01,534,1931,0.276540652511652
6534,olivomi01,905,3765,0.2403718459495352
6536,olmolu01,458,1629,0.28115408225905464
6538,olsongr02,309,1275,0.24235294117647058
6539,olsoniv01,1575,6111,0.25773195876288657
6540,olsonka01,160,681,0.23494860499265785
6546,omallto01,310,1213,0.25556471558120364
6547,omaraol01,341,1478,0.2307171853856563
6550,oneilbi01,181,746,0.24262734584450402
6554,oneilja01,185,945,0.19576719576719576
6558,oneilmi02,475,1995,0.23809523809523808
6560,oneilst01,1259,4795,0.26256517205422314
6564,ontivst01,600,2193,0.27359781121751026
6569,ordonma01,2156,6978,0.30897105187732876
6570,ordonre01,767,3115,0.2462279293739968
6571,orengjo01,266,1120,0.2375
6572,orieke01,253,1015,0.24926108374384237
6573,orlanpa01,215,784,0.274234693877551
6577,orourfr01,1032,4069,0.25362496927992134
6578,orourjo01,279,945,0.29523809523809524
6582,orourti01,440,1510,0.2913907284768212
6585,orrpe01,177,689,0.25689404934687954
6586,orsater01,663,2165,0.30623556581986144
6587,orsinjo01,252,1014,0.2485207100591716
6588,orsuljo01,1173,4293,0.273235499650594
6589,ortajo01,1619,5829,0.2777491851089381
6593,ortizda01,2472,8640,0.2861111111111111
6599,ortizju01,484,1894,0.2555438225976769
6601,ortizro01,168,659,0.2549317147192716
6604,osborbo02,157,763,0.20576671035386632
6605,osborfr02,228,907,0.2513781697905182
6611,ostrojo01,131,561,0.23351158645276293
6615,oterori01,157,613,0.2561174551386623
6616,otisam01,2020,7299,0.2767502397588711
6619,otted01,465,1792,0.25948660714285715
6622,ottme01,2876,9456,0.30414551607445006
6626,outlaji01,529,1974,0.267983789260385
6629,owenma01,1040,3782,0.2749867794817557
6630,owenmi01,929,3649,0.25459029871197586
6631,owenser01,621,2353,0.263918402039949
6632,owensfr01,170,694,0.24495677233429394
6636,owensp01,1211,4930,0.2456389452332657
6638,owingch01,432,1679,0.25729600952948184
6641,oylerra01,221,1265,0.17470355731225296
6642,ozunama01,683,2469,0.2766302146618064
6643,ozunapa01,191,677,0.2821270310192024
6645,pachejo01,293,1076,0.27230483271375466
6648,pacioto01,1162,4121,0.2819703955350643
6650,paddedi01,814,3157,0.2578397212543554
6651,paddeto01,318,1170,0.2717948717948718
6653,padgedo01,573,1991,0.2877950778503265
6654,padgeer01,223,838,0.26610978520286394
6657,pafkoan01,1796,6292,0.28544183089637637
6658,paganan01,1143,4084,0.2798726738491675
6659,paganjo01,922,3689,0.2499322309568989
6662,pagemi02,560,2104,0.2661596958174905
6663,pagliji01,622,2465,0.2523326572008114
6664,paglimi01,942,3901,0.24147654447577543
6666,pagnoto01,733,2896,0.25310773480662985
6668,palmede01,1229,4902,0.2507139942880457
6670,palmeor01,640,2335,0.2740899357601713
6671,palmera01,3020,10472,0.28838808250572956
6674,panikjo01,459,1626,0.2822878228782288
6675,pankoji01,142,567,0.25044091710758376
6677,papist01,114,523,0.2179732313575526
6679,paquecr01,620,2591,0.23928984947896564
6681,paredji01,239,951,0.2513144058885384
6683,parenfr01,1306,4984,0.26203852327447835
6684,parenma01,279,1303,0.21412125863392173
6690,parkeda01,2712,9358,0.2898055139987177
6697,parkewe01,1110,4157,0.2670194852056772
6698,parkifr01,335,1311,0.2555301296720061
6701,parmech01,227,917,0.247546346782988
6703,parrage01,1134,4086,0.2775330396475771
6705,parrila01,1789,6792,0.26339811542991753
6706,parrila02,1782,7067,0.25215791707938306
6708,parroji01,311,1330,0.23383458646616542
6711,partero01,273,1090,0.25045871559633026
6713,partrja01,167,645,0.2589147286821705
6714,paschbe01,243,787,0.3087674714104193
6717,paskedo01,1613,6017,0.2680737909257105
6719,pasquda01,638,2620,0.2435114503816794
6724,patekfr01,1340,5530,0.2423146473779385
6727,patteco01,1050,4171,0.25173819228002875
6729,patteer01,110,508,0.21653543307086615
6734,pattejo01,121,564,0.21453900709219859
6743,pauliro01,508,1867,0.27209426888055704
6744,pauljo01,174,713,0.24403927068723702
6747,paulxa01,173,693,0.24963924963924963
6749,pavledo01,349,1373,0.2541879096868172
6752,paynefr01,194,903,0.21483942414174972
6754,paytoja01,1157,4154,0.27852672123254696
6755,peacojo01,455,1734,0.26239907727797
6759,pearcst01,495,1952,0.2535860655737705
6760,pearsal02,831,3077,0.27006824829379267
6762,peckha01,305,1092,0.2793040293040293
6763,peckiro01,1876,7233,0.2593667910963639
6765,pederjo01,263,1187,0.22156697556866048
6770,pedrodu01,1802,6000,0.30033333333333334
6781,pellaed01,321,1423,0.22557976106816585
6785,peltzjo01,195,871,0.22388059701492538
6790,penabr01,468,1807,0.2589928057553957
6791,penaca01,1146,4949,0.2315619317033744
6794,penage01,265,1010,0.2623762376237624
6795,penara02,162,644,0.2515527950310559
6796,penaro01,467,1907,0.24488725747246984
6797,penato01,1687,6489,0.2599784250269687
6798,penawi01,425,1703,0.24955960070463887
6800,pencehu01,1648,5847,0.28185394219257737
6801,pendlji01,240,941,0.255047821466525
6802,pendlte01,1897,7032,0.26976678043230945
6803,pennicl01,674,2770,0.24332129963898916
6806,pepitjo01,1315,5097,0.25799489896017264
6810,peppera01,285,1015,0.28078817733990147
6811,peralda01,435,1487,0.2925353059852051
6812,peraljh01,1761,6599,0.2668586149416578
6813,perazjo01,208,750,0.2773333333333333
6814,percoja01,389,1441,0.26995142262317834
6817,perezca02,123,548,0.22445255474452555
6819,perezed01,445,1800,0.24722222222222223
6820,perezed02,386,1525,0.25311475409836065
6824,perezma01,771,3131,0.24624720536569786
6826,perezne01,1370,5127,0.2672127950068266
6828,perezro02,138,639,0.215962441314554
6830,perezsa02,822,3027,0.27155599603567887
6831,perezti01,449,1671,0.2687013764213046
6832,perezto01,2732,9778,0.27940274084679895
6835,perkibr01,340,1255,0.27091633466135456
6837,perkicy01,933,3604,0.2588790233074362
6845,perryge01,832,3144,0.26463104325699743
6847,perryhe01,461,1696,0.27181603773584906
6849,peskyjo01,1455,4745,0.3066385669125395
6855,peterca01,269,1170,0.2299145299145299
6858,peterja01,261,1117,0.23366159355416294
6860,peterri01,255,919,0.27747551686615884
6861,peterru02,289,1222,0.23649754500818332
6865,petrage01,501,1874,0.2673425827107791
6866,petribe01,172,669,0.2571001494768311
6867,petrori01,1352,5390,0.250834879406308
6870,pettiga01,855,3629,0.2356020942408377
6878,phamth01,213,758,0.28100263852242746
6879,phelaar01,297,1258,0.23608903020667726
6882,phelpba01,657,2117,0.3103448275862069
6884,phelped01,460,1832,0.25109170305676853
6885,phelpjo01,380,1394,0.27259684361549497
6886,phelpke01,443,1854,0.2389428263214671
6888,phillad01,463,1875,0.24693333333333334
6889,phillan01,139,557,0.2495511669658887
6890,phillbi01,1130,4255,0.26556991774383076
6891,phillbr01,2026,7355,0.27545887151597553
6893,phillbu02,835,3278,0.25472849298352657
6894,phillda01,1700,6296,0.27001270648030495
6895,phillda02,144,575,0.25043478260869567
6896,philldi01,136,595,0.22857142857142856
6897,philled01,236,997,0.23671013039117353
6899,phillja04,344,1382,0.24891461649782923
6900,philljr01,94,501,0.18762475049900199
6902,phillma01,197,824,0.23907766990291263
6903,phillmi01,412,1719,0.239674229203025
6905,phillto02,2023,7617,0.26559012734672444
6907,piattad01,129,521,0.2476007677543186
6908,piazzmi01,2127,6911,0.3077702213861959
6910,picciro01,381,1628,0.23402948402948404
6911,picinva01,743,2877,0.25825512686826557
6912,pickch01,333,1278,0.2605633802816901
6916,pickejo01,189,749,0.2523364485981308
6917,pickeol01,910,3352,0.2714797136038186
6918,pickeur01,205,798,0.2568922305764411
6921,piefe01,244,993,0.2457200402819738
6926,pierrju01,2217,7525,0.29461794019933557
6928,piersji01,1604,5890,0.2723259762308998
6929,pierzaj01,2043,7290,0.2802469135802469
6930,pietto01,717,2585,0.27736943907156675
6932,pignajo01,161,689,0.23367198838896952
6935,pikeli01,638,1979,0.32238504295098536
6936,pilaral01,413,1614,0.2558859975216852
6937,pillake01,511,1939,0.26353790613718414
6942,pinelba01,723,2617,0.2762705387848682
6943,pinielo01,1705,5867,0.29060848815408213
6944,pinsova01,2757,9645,0.28584758942457233
6946,pippwa01,1941,6914,0.28073474110500435
6950,piscost01,310,1156,0.2681660899653979
6955,pittipi01,252,959,0.26277372262773724
6959,plantph01,457,1883,0.24269782262347317
6963,plattwh01,256,1002,0.2554890219560878
6965,plewshe01,266,1017,0.2615535889872173
6967,plouftr01,707,2921,0.2420403971242725
6968,plummbi01,168,892,0.18834080717488788
6969,pocorbi01,374,1457,0.25669183253260125
6970,podsesc01,1096,3906,0.2805939580133128
6972,pofahji01,168,764,0.2198952879581152
6975,polangr01,448,1776,0.25225225225225223
6977,polanjo01,199,749,0.2656875834445928
6978,polanpl01,2142,7214,0.2969226504019961
6982,polloaj01,534,1864,0.286480686695279
6984,polonlu01,1417,4840,0.2927685950413223
6989,pooleji01,271,940,0.28829787234042553
6992,popeda01,146,551,0.26497277676951
6993,popovpa01,403,1732,0.23267898383371824
6995,poqueto01,329,1226,0.26835236541598695
7000,porteda02,1369,5539,0.24715652644881747
7001,portedi01,774,2515,0.30775347912524853
7003,porteja01,124,544,0.22794117647058823
7005,posadjo01,1664,6092,0.273145108338805
7008,poseybu01,1163,3772,0.30832449628844116
7011,postwa01,1064,4007,0.26553531320189666
7017,powelbo01,1776,6681,0.265828468792097
7020,powelho01,470,1816,0.2588105726872247
7021,powelja03,689,2540,0.27125984251968505
7025,powelma01,329,1163,0.2828890799656062
7027,powelra01,890,3324,0.2677496991576414
7028,powerdo01,450,2088,0.21551724137931033
7032,powerph01,103,573,0.17975567190226877
7034,powervi01,1716,6046,0.2838240158782666
7037,pradoma01,1437,4931,0.29142161833299535
7038,pramejo01,141,526,0.26806083650190116
7039,prattde01,1996,6826,0.2924113682976853
7043,prattto02,404,1612,0.2506203473945409
7046,preslal01,369,1401,0.2633832976445396
7047,preslji01,875,3546,0.2467569091934574
7050,priceji01,129,602,0.21428571428571427
7053,priddje01,1252,4720,0.2652542372881356
7054,pridecu01,199,796,0.25
7060,princto01,248,1190,0.20840336134453782
7064,profaju01,145,633,0.22906793048973143
7066,prothdo01,191,600,0.31833333333333336
7069,pruitro01,214,795,0.2691823899371069
7070,pryorgr01,471,1883,0.2501327668613914
7071,puccige01,172,607,0.2833607907742998
7072,puckeki01,2304,7244,0.3180563224737714
7075,puhlte01,1361,4855,0.2803295571575695
7077,puigya01,578,2055,0.28126520681265205
7078,pujolal01,2968,9731,0.30500462439625936
7079,pujollu01,164,850,0.19294117647058823
7081,puntoni01,798,3253,0.24531201967414695
7084,purtebi01,255,1124,0.22686832740213522
7087,putnapa01,508,1989,0.25540472599296127
7090,pytlafr01,677,2399,0.2822009170487703
7095,quentca01,702,2790,0.25161290322580643
7097,questjo01,499,2295,0.21742919389978213
7099,quilifr01,146,682,0.21407624633431085
7104,quinlro01,307,1112,0.2760791366906475
7108,quinnjo02,1804,6897,0.26156299840510366
7110,quinnma01,307,1089,0.28191000918273645
7115,quinolu01,227,1003,0.226321036889332
7116,quinore01,373,1533,0.24331376386170905
7117,quintca01,380,1376,0.2761627906976744
7118,quinthu01,315,1346,0.23402674591381872
7120,quintom01,228,1035,0.22028985507246376
7121,quirkja01,544,2266,0.24007060900264784
7129,radcljo01,229,812,0.28201970443349755
7130,radclri01,1267,4074,0.31099656357388317
7131,raderda01,619,2405,0.2573804573804574
7133,raderdo02,1302,5186,0.2510605476282298
7141,raineti01,2605,8872,0.2936203787195672
7145,ramazbo01,196,851,0.23031727379553465
7147,ramirar01,2303,8136,0.283062930186824
7148,ramirha01,1780,6123,0.29070716968806143
7149,ramirjo01,497,1714,0.28996499416569427
7152,ramirma02,2574,8244,0.31222707423580787
7156,ramirra01,1432,5494,0.2606479796141245
7160,ramosdo01,261,1086,0.24033149171270718
7163,ramoswi01,628,2344,0.26791808873720135
7166,ramsemi01,189,786,0.24045801526717558
